publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	RAIRO Informatique théorique	0399-0540	2777-3337	1977	11		1985	19				container_pujxd6a3tbb2lfcsnaffdtb4rq	fulltext		EDP Sciences	0399-0540
serial	Vestnik Zoologii	0084-5604	2073-2333	2008	42		2019	53				container_zb3jacmxcrbellup2l2z4kxv4m	fulltext		De Gruyter Open Sp. z o.o.	0084-5604
serial	Proceedings of the Latvia University of Agriculture	1407-4427	2255-8535	2012	27		2015	33				container_sb4wflrvcnevndfk3cewkjnyoe	fulltext		De Gruyter Open Sp. z o.o.	1407-4427
serial	Perfiles de Ingeniería	1996-6660	2519-5719	2019	14		2022	18				container_3m6vn2hgcjf27lbitxaboahh6u	fulltext		Universidad Ricardo Palma	1996-6660
serial	The Hoosier Science Teacher	0734-3833	2475-451X	2017	40		2022	45				container_5kl2f5bpr5dpjj2lj2vh7fwcmq	fulltext		IUScholarWorks	0734-3833
serial	Conservative Dentistry Journal	2087-1848	2722-8045	2020	10		2021	11				container_2imllwqhlnbmnkd6ntvc2atf4i	fulltext		Universitas Airlangga	2087-1848
serial	Archaeologia Historica Polona	1425-3534	1425-3534	2015	22		2022	29				container_m6ic7ol6fngb3ji6tabko7ry4a	fulltext		Uniwersytet Mikolaja Kopernika/Nicolaus Copernicus University	1425-3534
serial	Problems of Interaction Between Arts, Pedagogy and the Theory and Practice of Education	2519-4496	2519-4496	2018	49		2022	67				container_hpekbzxnwnfl3n5bom23fxjbyu	fulltext		Kharkiv I.P. Kotlyarevsky National University of Arts	2519-4496
serial	Myrtia	0213-7674	1989-4619	2020	34		2021	36				container_3qb5vfqoync2nl32vyk6btfu7u	fulltext		Universidad de Murcia, Facultad de Letras	0213-7674
serial	Revista Comunicación	0379-3974	1659-3820	2014	23		2022	31				container_o5sb7y5kkvabhplixmzrp5o7ja	fulltext		Instituto Tecnologico de Costa Rica	0379-3974
serial	Anais da Sociedade Entomológica do Brasil	0301-8059	0301-8059	1996	25		2000	29				container_bejuabytnngfna6najqqqszrly	fulltext		SciELO	0301-8059
serial	Cuadernos de filología clásica	0210-0746	1988-8279	2019	39		2022	41				container_7nwpfo5hm5f4denbivtldozg2e	fulltext		Universidad Complutense de Madrid	1131-9062
serial	Manarul Qur'an	1412-7075	2615-4811	2017	17		2022	21				container_ykoi5jmpv5dsdjxejczf6bvgge	fulltext		LP3M Universitas Sains Al Quran	1412-7075
serial	Pravaha	2350-854X		2018	24		2021	27				container_5k2o6ce4rredvb5ml73imly7iy	fulltext		Nepal Journals Online	2350-854X
serial	Anglica Wratislaviensia	0301-7966		2016	54		2022	60				container_wesm3nk7nvazvdul74ehifekxi	fulltext		Uniwersytet Wrocławski	0301-7966
serial	Актуальні проблеми сучасної медицини: Вісник Української медичної стоматологічної академії	2077-1096	2077-1126	2019	19		2022	22				container_e3xgrkq5vjf4zokenaggfwzheq	fulltext		Ukrainian Medical  Stomatological Academy	2077-1096
serial	Revista Latinoamericana de Infectología Pediátrica	2683-1678		2020	33		2022	35				container_i4aktndkeza43eda3bjcyfi5ye	fulltext		GRAPHIMEDIC SA DE CV	2683-1678
serial	Revista Signos	1413-0416	1983-0378	2016	37		2022	43				container_pwqchcgnafbyddnzjgawtuw7si	fulltext		Editora Univates	1413-0416
serial	Baltu filoloģija	1691-0036		2018	27		2022	31				container_c7zmauewerdsvak4goqekjegum	fulltext		University of Latvia	1691-0036
serial	Jatiswara	0853-392X	2579-3071	2017	32		2018	33				container_6afwlcq3erat7midocgswjw6ni	fulltext		Universitas Mataram	0853-392X
serial	Hrvatski časopis za prehrambenu tehnologiju biotehnologiju i nutricionizam	1847-3423	1847-7461	2018	13		2021	16				container_sfo3oximpfenbka64vqa7zn574	fulltext		Croatian Society of Food Technologists Biotechnologists and Nutritionists	1847-3423
serial	Art inquiry. Recherches sur les arts	1641-9278	2451-0327	2018	20		2022	24				container_lhjsnazzmfeixp7eeg6agirse4	fulltext		Łódzkie Towarzystwo Naukowe, Stowarzyszenie	1641-9278
serial	Annals of Warsaw University of Life Sciences, Land Reclamation	1898-8857	2081-9617	2007	38		2017	49				container_7cbg3goc5zhg5eh47am7nsno4y	fulltext		Sciendo	1898-8857
serial	Jurnal Hortikultura	0853-7097	2502-5120	2019	29		2021	31				container_pxrvs6xrhjgepeuwgkagu2q5ci	fulltext		Indonesian Agency For Agricultural Research and Development (IAARD)	2502-5120
serial	Pain Research and Treatment	2090-1542	2090-1550	2010	2010		2019	2019				container_t2jjn35nvzd3lbbu4a25dfsnya	fulltext		Hindawi Limited	2090-1542
serial	Scientific and Technical Bulletin оf State Scientific Research Control Institute of Veterinary Medical Products and Fodder Additives аnd Institute of Animal Biology	2410-9029	2664-5610	2019	20		2020	21				container_3lckvlct5vhmrkhhehtf5fdgpm	fulltext		State Scientific Research Control Institute of Veterinary Medicinal Products and Feed Additives	2410-9029
serial	Fìlosofsʹkì ta metodologìčnì problemi prava	2519-4666	2519-4674	2019	17		2022	25				container_q4bzvwwtgbcjlm4pdxzbz2evte	fulltext		National Academy of Internal Affairs	2519-4666
serial	Pensamento & Realidade	1415-5109	2237-4418	2019	33		2020	35				container_lysuxnwcfvc5riv27g2szsjtqy	fulltext		Portal de Revistas PUC SP	2237-4418
serial	Acta Regionalia et Environmentalica	1336-5452	1336-9253	2013	10		2019	16				container_qetrbd3atrecvoxdvbxku2p7ty	fulltext		De Gruyter Open Sp. z o.o.	1336-5452
serial	Plastic Surgery International	2090-1461	2090-147X	2010	2010		2018	2018				container_idg6mcwqxbbvtgmaube3bjzc54	fulltext		Hindawi Limited	2090-1461
serial	Ûridična psihologìâ	2519-4682	2519-4690	2019	24		2022	32				container_3mcvtk4vvjcj5l4uawkrptv75m	fulltext		National Academy of Internal Affairs	2519-4682
serial	Ziva antika. Antiquite vivante	0514-7727		1972	22		2022	72				container_o447ttgkunaitgajqimzo2htf4	fulltext			0514-7727
serial	Partner	0852-6877		2020	25		2021	26				container_v6s56lw2lfandltjtenq7s7gnu	fulltext			0852-6877
serial	Epidemiology Research International	2090-2972	2090-2980	2011	2011		2014	2014				container_w6fsx6pvrzcpzkumawjesfhque	fulltext		Hindawi Limited	2090-2980
serial	Journal of Nepalese Business Studies	2350-8795	2676-1238	2019	12		2022	15				container_opcaeeudmnbd5pprlcumtirtnq	fulltext		Nepal Journals Online (JOL)	2676-1238
serial	Federal Reserve Bank of St. Louis Review	0014-9187	2163-4505	2015	97		2018	100				container_kvcmtc3klbb77crbze6qq7h3fa	fulltext		Federal Reserve Bank of St. Louis	0014-9187
serial	ISRN Cardiology	2090-5580	2090-5599	2011	2011		2014	2014				container_gis3svvpkzfyxooq4bc3uejpae	fulltext		Hindawi (International Scholarly Research Network)	2090-5580
serial	RIPS: Revista de Investigaciones Políticas y Sociológicas	1577-239X	2255-5986	2017	15		2021	20				container_cgmxpvkbcnbwzl23ldo3g2ofoi	fulltext		University of Santiago de Compostela	1577-239X
serial	Journal of Drug Delivery	2090-3014	2090-3022	2011	2011		2020	2020				container_4gmkujpqa5fvrd76wxi4m4gpru	fulltext		Hindawi Limited	2090-3022
serial	Linguodidactica	1731-6332		2012	16		2022	26				container_4jmttw7l7nanhp5yjhl2h7nboa	fulltext		University of Bialystok	1731-6332
serial	Internatuinal Journal of Radiation Research	2322-3243	2345-4229	2017	15		2021	19				container_qba55ipd6zhiznkwedvvzdwama	fulltext		Armenian Green Publishing Co	2322-3243
serial	Gradjevinski materijali i konstrukcije	0543-0798		2013	56		2016	59				container_7dw64ynoxjhbtlv6dawd3kp5bu	fulltext		Centre for Evaluation in Education and Science	0543-0798
serial	Cuadernos do Laboratorio Xeolóxico de Laxe	0213-4497	2173-6936	2013	37		2022	44				container_lklkhtlod5advjjfpl3ezy4lyy	fulltext		Seminario de Estudos Galegos. Area de Xeoloxía e Minería	0213-4497
serial	Acta Facultatis Pharmaceuticae Universitatis Comenianae	0301-2298	1338-6786	2011	58		2015	62				container_4lxpfu76nrh2dlrpv623h7jtd4	fulltext		De Gruyter Open Sp. z o.o.	0301-2298
serial	Biological Letters	1644-7700	1734-7467	2009	46		2019	54				container_xwyglykl5fddhp2dpwytvsegey	fulltext		Sciendo	1644-7700
serial	Germanistische Mitteilungen	0771-3703	2698-4873	2011	37		2020	46				container_ovns4gs54bgjfg44yjdnjqak3e	fulltext		Universitätsverlag Winter	0771-3703
serial	Construction Science	2255-8551	2255-8551	2012	13		2017	20				container_bhuld7d4wjhlhn7nyv6f5fddha	fulltext		Sciendo	2255-8551
serial	Ring	0035-5429	2083-3520	2002	24		2021	43				container_vxnmt6ocfjd4le46lqwl7ort2a	fulltext		De Gruyter Open Sp. z o.o.	0035-5429
serial	Scientific Proceedings. Faculty of Mechanical Engineering	1338-1954	1338-5011	2011	19		2015	23				container_yx56kidbunfuhhdsakcorpg7g4	fulltext		De Gruyter Open Sp. z o.o.	1338-1954
serial	Slovak Journal of Political Sciences	1338-3140	1335-9096	2012	12		2017	17				container_ijxyuntwijfjvn2kdkkk7icdta	fulltext		De Gruyter Open Sp. z o.o.	1335-9096
serial	Masalah-Masalah Hukum	2086-2695	2527-4716	2019	48		2020	49				container_i4pzy3wmwjartcgz6z4akm6l2y	fulltext		Institute of Research and Community Services Diponegoro University (LPPM UNDIP)	2527-4716
serial	Research Works of Air Force Institute of Technology	1234-3544	2083-8573	2007	22		2018	41				container_6vzs6jey6bhdzlxovmhjrskmzi	fulltext		De Gruyter Open Sp. z o.o.	1234-3544
serial	Croatian International Relations Review	1331-1182	1848-5782	2013	19		2020	26				container_6v2asyxb7rag3obdih5asulzee	fulltext		De Gruyter Open Sp. z o.o.	1331-1182
serial	Polish Botanical Journal	1641-8190	2084-4352	2013	58		2017	62				container_4twvjag5ifdo3mpm5cyxesqfru	fulltext		De Gruyter Open Sp. z o.o.	1641-8190
serial	Archives of Mechanical Technology and Materials	1233-9709	2450-9469	2016	36		2019	39				container_n4ug6dhp4ndl5od2iw7rf4hyne	fulltext		Walter de Gruyter GmbH	1233-9709
serial	Annual of Navigation	1640-8632	2300-6633	2012	19		2019	26				container_dtt7pequzvejlft65onekfagpy	fulltext		De Gruyter Open Sp. z o.o.	1640-8632
serial	Bulletin of the Veterinary Institute in Pulawy	0042-4870	2300-3235	2012	56		2015	59				container_2ctffcp4orajfm2fuqwoa2wtsu	fulltext		De Gruyter Open Sp. z o.o.	0042-4870
serial	The Canadian Review of Art Education / Revue canadienne d'éducation artistique	2290-3747	2563-6383	2018	45		2022	49				container_emat62l2dzdlflm5sm3hoc52sa	fulltext		McGill University Library and Archives	2290-3747
serial	Jurnal Akuntansi dan Keuangan	1411-0288	2338-8137	2020	22		2021	23				container_xjxg6tfmwjgf7j2mxhuhqekxfu	fulltext		Petra Christian University	2338-8137
serial	Télos	1132-0877	2255-596X	1971	18		2022	24				container_pm5p56b3jndt3ecqdtkljmtone	fulltext		University of Santiago de Compostela	1132-0877
serial	Bulletin of the South Ural State University Series 'Metallurgy'	1990-8482	2411-0906	2015	15		2018	18				container_e3ducholdbe4lkergap2psltea	fulltext		FSAEIHE South Ural State University (National Research University)	1990-8482
serial	SPEKTRUM HUKUM	1858-0246	2355-1550	2010	14		2018	15				container_anxuimclwbfu7ppkdluw67rmmu	fulltext		PMIH Untag Semarang	1858-0246
serial	AGRIEKSTENSIA	1412-4866	2656-5978	2016	16		2019	18				container_3jem54n4gredhl274w3nvaf75m	fulltext		Politeknik Pembangunan Pertanian Malang	1412-4866
serial	Water and Ecology	2305-3488		2017	19		2021	26				container_ldwqnqxpwfdg5ckdqox423bttu	fulltext		Saint Petersburg State University of Architecture and Civil Engineering (SPSUACE)	2305-3488
serial	University of Pitesti Scientific Bulletin - Automotive Series	1453-1100	2601-0380	2017	27		2021	31				container_eqo4rhejizgzphn7sha3rj7yx4	fulltext		University of Pitesti	1453-1100
serial	NIHON HEIKATSUKINGAKKAIZASSI	1884-507X	1884-8761	2006	10		2012	16				container_o2o6y2dufvhfrmmd55toakbvxa	fulltext		Japan Society of Smooth Muscle Research	1884-507X
serial	Acta historiae medicinae stomatologiae pharmaciae medicinae veterinariae	0352-7840	2466-2925	2013	32		2022	41				container_zlnbz7oeybavpddp4wxmhwb6hy	fulltext		Scientific Society for History of Health Culture, Belgrade	0352-7840
serial	Korean Journal of Veterinary Research	1225-0198		2013	53		2015	55				container_ohc3sep2lbaudgvlj23gyodzjq	fulltext		The Korean Society of Veterinary Science (KJVR)	1225-0198
serial	Journal of Korean Endocrine Society	1015-6380		2008	23		2009	24				container_vhu2qhic7bcbbcci55i7fx53ei	fulltext		Korean Endocrine Society (KAMJE)	1015-6380
serial	Sri Lanka Journal of Urology	1391-6343		2010	10		2020	14				container_chqnggu3qrf2xbubiyccnu45fu	fulltext		Sri Lanka Journals Online	1391-6343
serial	Revista Brasileira de Zoociências	1517-6770	2596-3325	2019	20		2020	21				container_tuucnkhs3jaupdpytbruyljpwq	fulltext		Universidade Federal de Juiz de Fora	1517-6770
serial	História Unisinos	1519-3861	2236-1782	2008	12		2020	24				container_ydgbvtgyvbadllhmza6rip5hwm	fulltext		Universidade do Vale do Rio Dos Sinos - UNISINOS	1519-3861
serial	Journal of Management and Development Studies	2392-4888	2392-4896	2013	25		2021	30				container_bcbu2xfyqjhpnmpawbavsmqy3m	fulltext		Nepal Journals Online (JOL)	2392-4888
serial	Ελληνική Επιθεώρηση Πολιτικής Επιστήμης	1105-8366	2585-3031	2017	10		2020	46				container_xa5dyjpbtjfl5miak4l4l5k64m	fulltext		National Documentation Centre	1105-8366
serial	INTERNATIONAL JOURNAL OF ELECTRONICS & COMMUNICATION ENGINEERING & TECHNOLOGY	0976-6464	0976-6472	2020	11		2021	12				container_i3ki7xhmlfhv3jsnrh6zerfwp4	fulltext		IAEME Publication Chennai	0976-6464
serial	Scientific Messenger of LNU of Veterinary Medicine and Biotechnologies	2519-2701		2019	21		2022	24				container_snvhfy3jubdxlo4oobv2x7brqi	fulltext		Stepan Gzhytskyi National University of Veterinary Medicine and  Biotechnologies Lviv	2519-2701
serial	Disciplinarum Scientia - Ciências Humanas	2179-6890	2179-6890	2020	21		2021	22				container_gode6b6yjzedhnipegehhstssq	fulltext		Disciplinarum Scientia: Serie Ciencias Humanas	1981-1381
serial	Elkom Jurnal Elektronika dan Komputer	1907-0012	2714-5417	2018	11		2021	14				container_2x5ben2ygvcn5pkkmw3lwrfz3u	fulltext		Universitas Sains dan Teknologi Komputer	1907-0012
serial	Nelumbo	0976-5069	2455-376X	2017	59		2019	61				container_ckcl3wrgzvah7ogimmd7laqb4e	fulltext		Botanical Survey of India	0976-5069
serial	Insight Urology		2730-3217	2021	42		2022	43				container_buc5kjidvfdrhfid3wjsnwtp3y	fulltext		Thai Urological Association under the Royal Patronage	2730-3217
serial	Shipping & Navigation	2306-5761	2618-0073	2018	28		2022	33				container_lo44742ldnarlf5a3emery3eqa	fulltext		National University Odessa Maritime Academy	2306-5761
serial	Journal of the Ruhunu Clinical Society	1391-1244		2016	21		2021	26				container_z2quaqknuncfnge2p5b3s7qo3m	fulltext		Sri Lanka Journals Online	1391-1244
serial	Rendvédelem-történeti hírlevél = Nuntiotones historiae preasidii ordinis	1785-3257	2560-0893	2008	17		2020	30				container_wwm46pzjlvg7nlj465ivmmkece	fulltext		Rendvedelem-torteneti hirlevel	1785-3257
serial	Studies in Business and Economics	1818-1228	1995-0586	2018	21		2023	26				container_xktec25bdvc3nodf4c4zqewnte	fulltext		Qatar University	1818-1228
serial	Jurnal Planologi	1829-9172	2615-5257	2018	14		2022	19				container_7shcvuyjmrcvlgpiyki4wqfjvu	fulltext		Universitas Islam Sultan Agung	1829-9172
serial	Tirosh Jewish Slavic & Oriental Studies	2658-3380		2018	18		2020	20				container_ejhx5nxcqffwvkficmgic6tuam	fulltext		Institute of Slavic Studies of the Russian Academy of Sciences	2658-3380
serial	Sociae polites	1410-3745	2620-4975	2017	15		2021	22				container_zhtd3huukze33iq3vuwy56wnum	fulltext		UKI Press	1410-3745
serial	Jurnal Manajemen Informatika (JAMIKA)	2088-4125	2655-6960	2020	10		2022	12				container_zkdvbqnwd5avpowzpdfn556nc4	fulltext		Universitas Komputer Indonesia	2088-4125
serial	Investigaciones Andina	0124-8146	2538-9580	2015	18		2020	21				container_s766pdi7azfjjlkd5cmevtrmxu	fulltext		SciELO	0124-8146
serial	Mediaevalia Textos e estudos	2183-6884	2183-6884	2016	35		2018	37				container_2g6vw7btg5dxlbnjpv5tkkkyze	fulltext		Universidade do Porto, Faculdade de Letras	2183-6884
serial	Law. Human. Environment	2663-1350	2663-1369	2019	10		2021	12				container_z5wsx2hmuje45jkt3kpmwwap2a	fulltext		National University of Life and Environmental Sciences of Ukraine	2663-1350
serial	PRANATA HUKUM	1907-560X	2685-3213	2015	10		2021	16				container_hmmddf2tljgczkix6bzhjwttlq	fulltext		Universitas Bandar Lampung Publication Center	1907-560X
serial	Journal of the Korean Home Economics Association	1225-0937		2010	48		2012	50				container_rtoiua3lq5bofammhd24zjfnuq	fulltext		The Korean Home Economics Association	1225-0937
serial	Revista CINTEX	0122-350X	2422-2208	2018	23		2019	24				container_j3vc4qye6jea3pidnmlqyikehe	fulltext		Institución Universitaria Pascual Bravo	0122-350X
serial	Memoirs of the Museum of Victoria	0814-1827		1985	46		1998	57				container_7dqy4h7x4rbtxiuq4ohx3zuloy	fulltext		Museums Victoria	0814-1827
serial	Oikos Família e Sociedade em Debate		2236-8493	2018	29		2021	32				container_2usskfavzvggjcfzx4mnjcucja	fulltext		Familia e Sociedade em Debate	2236-8493
serial	IADIS International Journal on WWW/Internet	1645-7641	1645-7641	2018	16		2021	19				container_3jxemjzaq5c7ddvibtbow7aqg4	fulltext		IADIS - International Association for the Development of the Information Society	1645-7641
serial	Reference materials	2687-0886		2020	16		2022	18				container_qwksah5qmncmbj5sdpp5aakkdu	fulltext		Ural Research Institute of Metrology (UNIIM)	2687-0886
serial	Association of Mexican American Educators Journal	2377-9160	2377-9187	2018	12		2021	15				container_3khglj4a3nbevferzanta6b6uq	fulltext		Association of Mexican American Educators Journal	2377-9160
serial	Media Keperawatan	2087-0035	2622-0148	2019	10		2022	13				container_gn2b2tbmpnd7bblap3sij2xoke	fulltext		Poltekkes Kemenkes Makassar	2087-0035
serial	International Journal of Management & Information Systems	1546-5748	2157-9628	2010	13		2018	22				container_x2k7p4g6cnbjrmlbutikszrp64	fulltext		Clute Institute	2157-9628
serial	RURAL DEVELOPMENT 2019	1822-3230	2345-0916	2020	2019		2023	2022				container_6rrkbvj3ovb3tadt6iyxcdaj5i	fulltext		Vytautas Magnus University	1822-3230
serial	tuahtalino	0216-079X	2685-3043	2019	13		2020	14				container_2vnb4uthyfe2jbo47s6y4xyznu	fulltext		Badan Pengembangan dan Pembinaan Bahasa	0216-079X
serial	Agroland Jurnal Ilmu-ilmu Pertanian	0854-641X	2407-7607	2019	26		2022	29				container_2v46fftc5jc7bc5nnsg55par3q	fulltext		Universitas Tadulako	0854-641X
serial	ISLAMIKA	1858-0386	2686-5653	2019	11		2020	13				container_sbalf4b2qrf7xipvrj4hiv7wni	fulltext		Lembaga Penelitian dan Pengabdian Masyarakat, Universitas Islam Syekh-Yusuf Tangerang	1858-0386
serial	Rozprawy Komisji Językowej	0076-0390	2450-9310	2019	67		2022	70				container_4nbmgng54zbjhfzn5seza2f5de	fulltext		Lodzkie Towarzystwo Naukowe	0076-0390
serial	Archives of Electrical Engineering	0004-0746	2300-2506	2010	59		2014	63				container_zebmr54gurh3zegqu3iy4o2ixe	fulltext		De Gruyter Open Sp. z o.o.	0004-0746
