publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	oclc_number
Dairy World 1986-1987	0736-4962		1986-01			1987-11			https://archive.org/details/pub_dairy-world		pub_dairy-world		fulltext		Iba Inc	serial								F	9069470
Dalhousie Review 1989-2011	0011-5827		1989-03	69	1	2011-09	91	3	https://archive.org/details/pub_dalhousie-review		pub_dalhousie-review		fulltext		Dalhousie University Press Limited	serial								F	1565841
Dallas 1922-1988	0011-5835		1922-01	1	1	1988-12	67	1	https://archive.org/details/pub_dallas		pub_dallas		fulltext		Dallas Chamber of Commerce	serial								F	2446301
Dallas Business Journal 1988-1999	0899-4129		1988-05		38	2000-08	23	52	https://archive.org/details/pub_dallas-business-journal		pub_dallas-business-journal		fulltext		American City Business Journals	serial								F	18042695
Dalton Transactions 1972-2014	1477-9226		1972-01		1	2014-06	43	24	https://archive.org/details/pub_dalton-transactions		pub_dalton-transactions		fulltext		Royal Society of Chemistry	serial								F	51500500
Damascus Road 1961-1972	0418-3142		1961-01		1	1961-01		4	https://archive.org/details/pub_damascus-road		pub_damascus-road		fulltext		Damascus Road Press	serial								F	1127216363
Dan Smoot Report 1958-1971	0011-5975		1958-01	4	1	1971-03	17	9	https://archive.org/details/pub_dan-smoot-report		pub_dan-smoot-report		fulltext		Dan Smoot Report Inactive Address	serial								F	7024686
Dana, an Irish Magazine of Independent Thought 1904-1905			1904-05		1	1905-04	1	12	https://archive.org/details/pub_dana-an-irish-magazine-of-independent-thought		pub_dana-an-irish-magazine-of-independent-thought		fulltext		Figgis and Co.	serial								F	4028761
Dance Chronicle 1993-2000	0147-2526		1993-01	16	1	2006-01	29	3	https://archive.org/details/pub_dance-chronicle		pub_dance-chronicle		fulltext		Taylor & Francis Ltd.	serial								F	3525358
Dance Gazette 1968-1991	0306-0128		1968-02		137	1991-10		SUPPLEMENT	https://archive.org/details/pub_dance-gazette		pub_dance-gazette		fulltext		Royal Academy of Dancing	serial								F	18157301
Dance Magazine 1927-2016	0011-6009		1935-10	9	1	2015-12	89	12	https://archive.org/details/pub_dance-magazine		pub_dance-magazine		fulltext		Dance Magazine, Inc.	serial								F	5580983
Dance News 1972-1983	0011-6017		1972-09	58	1	1983-02	68	6	https://archive.org/details/pub_dance-news		pub_dance-news		fulltext		Dance News Inactive Address	serial								F	1158098765
Dance Perspectives 1959-1973	0011-6033		1971-03		1	1974-12		4	https://archive.org/details/pub_dance-perspectives		pub_dance-perspectives		fulltext		Taylor & Francis Ltd	serial								F	220727872
Dance Research 1990-1996	0264-2875		1990-03	8	1	1996-12	14	2	https://archive.org/details/pub_dance-research		pub_dance-research		fulltext			serial								F	11948703
Dance Research Journal 1998	0149-7677		1998-03	30	1	1998-09	30	2	https://archive.org/details/pub_dance-research-journal		pub_dance-research-journal		fulltext		Congress on Research in Dance	serial								F	2255660
Dance Scope 1965-1981	0011-6041		1965-03	1	2	1981-01	15	3	https://archive.org/details/pub_dance-scope		pub_dance-scope		fulltext		American Dance Guild Incorporated	serial								F	1051534354
Dangerous Properties of Industrial Materials Report 1980-1996	0270-3777		1980-09	1	1	1996-12	16	4	https://archive.org/details/pub_dangerous-properties-of-industrial-materials-report		pub_dangerous-properties-of-industrial-materials-report		fulltext		Van Nostrand Reinhold Co	serial								F	500233378
Department of Agriculture for Northern Ireland. Annual Report on Research and Development	0956-2850		1966-01			1991-01			https://archive.org/details/pub_dani-annual-report		pub_dani-annual-report		fulltext		Department of Agriculture 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Food and Farming Information and Promotions Division	serial								F	21500382
Danish Journal	0011-6084		1957-01		25	1982-01			https://archive.org/details/pub_danish-journal		pub_danish-journal		fulltext		Udenrigsministeriet 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Kommunikationsenhed	serial								F	
Tidsskrift for Planteavl = Danish Journal of Plant and Soil Science	0040-7135		1923-01	29		1992-01	96	5	https://archive.org/details/pub_danish-journal-of-plant-and-soil-science		pub_danish-journal-of-plant-and-soil-science		fulltext		Danish Institute of Plant and Soil Science	serial								F	
Danish Medical Bulletin 1954-1995	0907-8916		1954-03	1	1	1995-11	42	5	https://archive.org/details/pub_danish-medical-bulletin		pub_danish-medical-bulletin		fulltext		Danish Medical Association	serial								F	930425321
Dansk Botanisk Arkiv 1976-1979	0011-6211		1914-01	2	1	1979-01	33	3	https://archive.org/details/pub_dansk-botanisk-arkiv		pub_dansk-botanisk-arkiv		fulltext		Danish Botanical Society	serial								F	1614480
Dante Studies 1972-1993	0070-2862		1972-01	90		2020-01	138		https://archive.org/details/pub_dante-studies		pub_dante-studies		fulltext		State University of New York Press	serial								F	935352971
Danville Quarterly Review 1861-1864			1861-03	1	1	1864-12	4	4	https://archive.org/details/pub_danville-quarterly-review		pub_danville-quarterly-review		fulltext		Open Court Publishing Co	serial								F	
Dao : A journal of Comparative Philosophy	1540-3009		2001-12	1	1	2016-12	15	4	https://archive.org/details/pub_dao-comparitive-philosophy		pub_dao-comparitive-philosophy		fulltext		Association of Chinese Philosophers in America	serial								F	170923258
Daphnis	0300-693X		1972-01	1	1	1989-01	18	4	https://archive.org/details/pub_daphnis		pub_daphnis		fulltext		Brill - Rodopi	serial								F	
Darby's Monthly, Geographical, Historical and Statistical Repository 1824			1824-01	1		1824-09	1	1	https://archive.org/details/pub_darbys-monthly-geographical-historical-and-statistical		pub_darbys-monthly-geographical-historical-and-statistical		fulltext		Open Court Publishing Co	serial								F	
Dark Blue 1871-1873			1871-01	1	CONTENTS	1874-02	4		https://archive.org/details/pub_dark-blue		pub_dark-blue		fulltext		Open Court Publishing Co	serial								F	
Darlite 1966-1970	0418-3797		1966-09	1	1	1970-03	4	2	https://archive.org/details/pub_darlite		pub_darlite		fulltext		University of Dar es Salaam	serial								F	213722390
Dart Bulletin 1963-1971	0011-6742		1963-09	1	1	1971-03	10	1	https://archive.org/details/pub_dart-bulletin		pub_dart-bulletin		fulltext		Dart Bulletin Company	serial								F	
Dartmouth Bi-Monthly 1905-1908			1905-10	1	1	1908-08	3	6	https://archive.org/details/pub_dartmouth-bi-monthly		pub_dartmouth-bi-monthly		fulltext		Out-of-copyright	serial								F	
Darwiniana	0011-6793		1960-07	12	1	2013-12	73	4	https://archive.org/details/pub_darwiniana		pub_darwiniana		fulltext		Instituto de Bot√°nica Darwinion	serial								F	1055666266
Das Historisch-Politische Buch	0018-2605		1953-01	1		1964-01	12		https://archive.org/details/pub_das-historisch-politische-buch		pub_das-historisch-politische-buch		fulltext		Duncker und Humblot GmbH	serial								F	
Das Junge Deutschland			1918-01	1	1	1920-01	3	5-6	https://archive.org/details/pub_das-junge-deutschland		pub_das-junge-deutschland		fulltext		Erich Reiss	serial								F	4114884
Das Kunstwerk 1946-1991	0023-561X		1946-01	1	1	1991-12	44	4	https://archive.org/details/pub_das-kunstwerk		pub_das-kunstwerk		fulltext		W Kohlhammer Gmbh Hessbruehlstrasse 69	serial								F	1131336500
Das Wort			1936-01	1	1-3	1968-01			https://archive.org/details/pub_das-wort		pub_das-wort		fulltext		Rütten & Loening	serial								F	
Data 1957-1970			1957-01	2	1	1970-03	15	3	https://archive.org/details/pub_data		pub_data		fulltext		Data Publications - Inactive Address	serial								F	
Data Channels 1980-1988	0093-7290		1980-01	7	1	1988-12	15	38	https://archive.org/details/pub_data-channels		pub_data-channels		fulltext		Access Intelligence LLC	serial								F	1142342524
Data Communications 1974-1999	0363-6399		1974-05	3	1	1999-10	28	15	https://archive.org/details/pub_data-communications		pub_data-communications		fulltext		UBM LLC	serial								F	1013367611
Data & Knowledge Engineering 1988-1993	0169-023X		1988-08	3	1	1993-12	11	3	https://archive.org/details/pub_data-knowledge-engineering		pub_data-knowledge-engineering		fulltext		ELSEVIER LTD.	serial								F	1200931522
Data Processing 1963-1986	0011-684X		1959-01	1	1	1986-12	28	10	https://archive.org/details/pub_data-processing		pub_data-processing		fulltext		IPC Electrical-Electronic Press	serial								F	1026526960
Data Processing Digest 1955-1996	0011-6858		1955-04	1	1	1996-01	42	1	https://archive.org/details/pub_data-processing-digest		pub_data-processing-digest		fulltext		Data Processing Digest	serial								F	1565955
Data Processing in Education 1972-1979	0162-5268		1972-01	11	1	1979-10	17	10	https://archive.org/details/pub_data-processing-in-education		pub_data-processing-in-education		fulltext		Access Intelligence LLC	serial								F	477285631
Data Processing Magazine 1958-1972	0276-2684		1958-11	1	1	1972-03	14	1	https://archive.org/details/pub_data-processing-magazine		pub_data-processing-magazine		fulltext		North American Publishing Company North American Publishing Company d/b/a NAPCO Media	serial								F	4977371
Data Processor 1970-1981	0011-6890		1970-02	13	1	1981-11	24	4	https://archive.org/details/pub_data-processor		pub_data-processor		fulltext		International Business Machines Corporation	serial								F	1085375588
Data Systems 1960-1971	0011-6939		1960-07	1	1	1980-06			https://archive.org/details/pub_data-systems		pub_data-systems		fulltext		Media Horizons Inc	serial								F	
Database Programming & Design 1987-1998	0895-4518		1987-01	1	1	1998-10	11	10	https://archive.org/details/pub_database-programming-design		pub_database-programming-design		fulltext		UBM LLC	serial								F	16644178
